"Hour","Order name","Orders","Total sales","Net sales","Quantity ordered","Hour (yesterday)","Orders (yesterday)","Total sales (yesterday)","Net sales (yesterday)","Quantity ordered (yesterday)","Orders (yesterday) ","Total sales (yesterday) ","Net sales (yesterday) ","Quantity ordered (yesterday) "
"2026-08-28 08:00:00","#2142902",0,0,0,0,"2026-08-27 08:00:00",1,1617,1427.62,1,,,,
"2026-08-28 08:00:00","#2142900",0,0,0,0,"2026-08-27 08:00:00",1,1499,1427.62,1,,,,
"2026-08-28 09:00:00","#2143037",0,0,0,0,"2026-08-27 09:00:00",1,1499,1427.62,1,,,,
"2026-08-28 09:00:00","#2143081",0,0,0,0,"2026-08-27 09:00:00",1,1499,1427.62,2,,,,
"2026-08-28 09:00:00","#2142979",0,0,0,0,"2026-08-27 09:00:00",1,1602,1413.33,1,,,,
"2026-08-28 09:00:00","#2143062",0,0,0,0,"2026-08-27 09:00:00",1,1499,1427.62,2,,,,
"2026-08-28 09:00:00","#2143054",0,0,0,0,"2026-08-27 09:00:00",1,2069,1970.48,2,,,,
"2026-08-28 09:00:00","#2143103",0,0,0,0,"2026-08-27 09:00:00",1,1499,1427.62,2,,,,
"2026-08-28 09:00:00","#2142969",0,0,0,0,"2026-08-27 09:00:00",1,1933,1840.95,3,,,,
"2026-08-28 09:00:00","#2143042",0,0,0,0,"2026-08-27 09:00:00",1,1898,1807.62,4,,,,
"2026-08-28 09:00:00","#2142977",0,0,0,0,"2026-08-27 09:00:00",1,891.9,849.42,1,,,,
"2026-08-28 09:00:00","#2143072",0,0,0,0,"2026-08-27 09:00:00",1,1617,1427.62,2,,,,
"2026-08-28 09:00:00","#2142990",0,0,0,0,"2026-08-27 09:00:00",1,1499,1427.62,2,,,,
"2026-08-28 09:00:00","#2143095",0,0,0,0,"2026-08-27 09:00:00",1,2916,2664.76,4,,,,
"2026-08-28 09:00:00","#2143010",0,0,0,0,"2026-08-27 09:00:00",1,1499,1427.62,2,,,,
"2026-08-28 09:00:00","#2143020",0,0,0,0,"2026-08-27 09:00:00",1,2999,2856.19,3,,,,
"2026-08-28 09:00:00","#2143036",0,0,0,0,"2026-08-27 09:00:00",1,1499,1427.62,2,,,,
"2026-08-28 09:00:00","#2143006",0,0,0,0,"2026-08-27 09:00:00",1,1529.1,1456.29,1,,,,
"2026-08-28 09:00:00","#2143018",0,0,0,0,"2026-08-27 09:00:00",1,1279,1218.1,1,,,,
"2026-08-28 09:00:00","#2143028",0,0,0,0,"2026-08-27 09:00:00",1,1699,1618.1,2,,,,
"2026-08-28 09:00:00","#2142978",0,0,0,0,"2026-08-27 09:00:00",1,1717,1522.86,1,,,,
"2026-08-28 09:00:00","#2143053",0,0,0,0,"2026-08-27 09:00:00",1,1435,1366.66,1,,,,
"2026-08-28 09:00:00","#2143063",0,0,0,0,"2026-08-27 09:00:00",1,1699,1618.1,2,,,,
"2026-08-28 09:00:00","#2142981",0,0,0,0,"2026-08-27 09:00:00",1,1684,1603.81,1,,,,
"2026-08-28 09:00:00","#2143084",0,0,0,0,"2026-08-27 09:00:00",1,2349,2237.14,2,,,,
"2026-08-28 09:00:00","#2142997",0,0,0,0,"2026-08-27 09:00:00",1,2998,2855.24,5,,,,
"2026-08-28 09:00:00","#2143092",0,0,0,0,"2026-08-27 09:00:00",1,1979,1772.38,2,,,,
"2026-08-28 09:00:00","#2142989",0,0,0,0,"2026-08-27 09:00:00",1,1187,1127.52,1,,,,
"2026-08-28 09:00:00","#2143104",0,0,0,0,"2026-08-27 09:00:00",1,1617,1427.62,1,,,,
"2026-08-28 09:00:00","#2142970",0,0,0,0,"2026-08-27 09:00:00",1,1499,1427.62,2,,,,
"2026-08-28 09:00:00","#2143075",0,0,0,0,"2026-08-27 09:00:00",1,1617,1427.62,2,,,,
"2026-08-28 09:00:00","#2143045",0,0,0,0,"2026-08-27 09:00:00",1,2832,2697.14,4,,,,
"2026-08-28 09:00:00","#2143027",0,0,0,0,"2026-08-27 09:00:00",1,1499,1427.62,2,,,,
"2026-08-28 09:00:00","#2143017",0,0,0,0,"2026-08-27 09:00:00",1,1599,1522.86,1,,,,
"2026-08-28 09:00:00","#2143009",0,0,0,0,"2026-08-27 09:00:00",1,3116,2855.24,6,,,,
"2026-08-28 09:00:00","#2143039",0,0,0,0,"2026-08-27 09:00:00",1,2490,2371.43,4,,,,
"2026-08-28 09:00:00","#2143001",0,0,0,0,"2026-08-27 09:00:00",1,1499,1427.62,2,,,,
"2026-08-28 09:00:00","#2143083",0,0,0,0,"2026-08-27 09:00:00",1,1499,1427.62,1,,,,
"2026-08-28 09:00:00","#2142998",0,0,0,0,"2026-08-27 09:00:00",1,1998,1902.86,4,,,,
"2026-08-28 09:00:00","#2143064",0,0,0,0,"2026-08-27 09:00:00",1,1499,1427.62,2,,,,
"2026-08-28 09:00:00","#2143052",0,0,0,0,"2026-08-27 09:00:00",1,1948,1855.24,4,,,,
"2026-08-28 09:00:00","#2143085",0,0,0,0,"2026-08-27 09:00:00",1,1349.1,1284.86,1,,,,
"2026-08-28 09:00:00","#2142980",0,0,0,0,"2026-08-27 09:00:00",1,1831,1743.81,3,,,,
"2026-08-28 09:00:00","#2143093",0,0,0,0,"2026-08-27 09:00:00",1,1699,1618.1,1,,,,
"2026-08-28 09:00:00","#2142996",0,0,0,0,"2026-08-27 09:00:00",1,845,804.76,1,,,,
"2026-08-28 09:00:00","#2142988",0,0,0,0,"2026-08-27 09:00:00",1,1499,1427.62,2,,,,
"2026-08-28 09:00:00","#2143105",0,0,0,0,"2026-08-27 09:00:00",1,1848,1760,3,,,,
"2026-08-28 09:00:00","#2143044",0,0,0,0,"2026-08-27 09:00:00",1,2983,2840.95,4,,,,
"2026-08-28 09:00:00","#2143074",0,0,0,0,"2026-08-27 09:00:00",1,963,917.14,1,,,,
"2026-08-28 09:00:00","#2142971",0,0,0,0,"2026-08-27 09:00:00",1,1717,1522.86,1,,,,
"2026-08-28 09:00:00","#2143016",0,0,0,0,"2026-08-27 09:00:00",1,1599,1522.86,1,,,,
"2026-08-28 09:00:00","#2143026",0,0,0,0,"2026-08-27 09:00:00",1,2998,2855.24,6,,,,
"2026-08-28 09:00:00","#2143038",0,0,0,0,"2026-08-27 09:00:00",1,4075,3880.95,5,,,,
"2026-08-28 09:00:00","#2143008",0,0,0,0,"2026-08-27 09:00:00",1,2517,2284.76,2,,,,
"2026-08-28 09:00:00","#2143030",0,0,0,0,"2026-08-27 09:00:00",1,1848,1760,3,,,,
"2026-08-28 09:00:00","#2143000",0,0,0,0,"2026-08-27 09:00:00",1,1225,1166.66,1,,,,
"2026-08-28 09:00:00","#2143082",0,0,0,0,"2026-08-27 09:00:00",1,1214.1,1156.29,1,,,,
"2026-08-28 09:00:00","#2142987",0,0,0,0,"2026-08-27 09:00:00",1,1890,1800,3,,,,
"2026-08-28 09:00:00","#2142999",0,0,0,0,"2026-08-27 09:00:00",1,1717,1522.86,1,,,,
"2026-08-28 09:00:00","#2143055",0,0,0,0,"2026-08-27 09:00:00",1,1399,1332.38,1,,,,
"2026-08-28 09:00:00","#2143065",0,0,0,0,"2026-08-27 09:00:00",1,599,570.48,1,,,,
"2026-08-28 09:00:00","#2142968",0,0,0,0,"2026-08-27 09:00:00",1,1399,1332.38,1,,,,
"2026-08-28 09:00:00","#2143102",0,0,0,0,"2026-08-27 09:00:00",1,1499,1427.62,2,,,,
"2026-08-28 09:00:00","#2143073",0,0,0,0,"2026-08-27 09:00:00",1,1617,1427.62,2,,,,
"2026-08-28 09:00:00","#2142976",0,0,0,0,"2026-08-27 09:00:00",1,1499,1427.62,2,,,,
"2026-08-28 09:00:00","#2143043",0,0,0,0,"2026-08-27 09:00:00",1,1499,1427.62,1,,,,
"2026-08-28 09:00:00","#2143094",0,0,0,0,"2026-08-27 09:00:00",1,1499,1427.62,2,,,,
"2026-08-28 09:00:00","#2142991",0,0,0,0,"2026-08-27 09:00:00",1,1699,1618.1,2,,,,
"2026-08-28 09:00:00","#2143021",0,0,0,0,"2026-08-27 09:00:00",1,3098,2950.48,5,,,,
"2026-08-28 09:00:00","#2143011",0,0,0,0,"2026-08-27 09:00:00",1,1109,943.81,1,,,,
"2026-08-28 09:00:00","#2143007",0,0,0,0,"2026-08-27 09:00:00",1,1717,1522.86,1,,,,
"2026-08-28 09:00:00","#2142986",0,0,0,0,"2026-08-27 09:00:00",1,2248,2140.96,3,,,,
"2026-08-28 09:00:00","#2143031",0,0,0,0,"2026-08-27 09:00:00",1,3108,2960,4,,,,
"2026-08-28 09:00:00","#2143019",0,0,0,0,"2026-08-27 09:00:00",1,1447,1378.1,1,,,,
"2026-08-28 09:00:00","#2143050",0,0,0,0,"2026-08-27 09:00:00",1,1998,1902.86,4,,,,
"2026-08-28 09:00:00","#2143060",0,0,0,0,"2026-08-27 09:00:00",1,1499,1427.62,2,,,,
"2026-08-28 09:00:00","#2143099",0,0,0,0,"2026-08-27 09:00:00",1,1079,1027.62,1,,,,
"2026-08-28 09:00:00","#2142982",0,0,0,0,"2026-08-27 09:00:00",1,1499,1427.62,2,,,,
"2026-08-28 09:00:00","#2143087",0,0,0,0,"2026-08-27 09:00:00",1,1499,1427.62,2,,,,
"2026-08-28 09:00:00","#2142994",0,0,0,0,"2026-08-27 09:00:00",1,1738,1655.24,2,,,,
"2026-08-28 09:00:00","#2143091",0,0,0,0,"2026-08-27 09:00:00",1,1499,1427.62,1,,,,
"2026-08-28 09:00:00","#2142973",0,0,0,0,"2026-08-27 09:00:00",1,1599,1522.86,1,,,,
"2026-08-28 09:00:00","#2143076",0,0,0,0,"2026-08-27 09:00:00",1,3098,2950.48,4,,,,
"2026-08-28 09:00:00","#2143046",0,0,0,0,"2026-08-27 09:00:00",1,1898,1807.62,4,,,,
"2026-08-28 09:00:00","#2143058",0,0,0,0,"2026-08-27 09:00:00",1,1617,1427.62,2,,,,
"2026-08-28 09:00:00","#2143068",0,0,0,0,"2026-08-27 09:00:00",1,1499,1427.62,2,,,,
"2026-08-28 09:00:00","#2143024",0,0,0,0,"2026-08-27 09:00:00",1,1499,1427.62,2,,,,
"2026-08-28 09:00:00","#2143014",0,0,0,0,"2026-08-27 09:00:00",1,1898,1807.62,4,,,,
"2026-08-28 09:00:00","#2143002",0,0,0,0,"2026-08-27 09:00:00",1,1499,1427.62,1,,,,
"2026-08-28 09:00:00","#2143032",0,0,0,0,"2026-08-27 09:00:00",1,1557.1,1370.58,1,,,,
"2026-08-28 09:00:00","#2142985",0,0,0,0,"2026-08-27 09:00:00",1,1549,1475.24,1,,,,
"2026-08-28 09:00:00","#2143080",0,0,0,0,"2026-08-27 09:00:00",1,1699,1618.1,2,,,,
"2026-08-28 09:00:00","#2143067",0,0,0,0,"2026-08-27 09:00:00",1,1998,1902.86,4,,,,
"2026-08-28 09:00:00","#2143057",0,0,0,0,"2026-08-27 09:00:00",1,1399,1332.38,1,,,,
"2026-08-28 09:00:00","#2143049",0,0,0,0,"2026-08-27 09:00:00",1,2069,1970.48,2,,,,
"2026-08-28 09:00:00","#2143079",0,0,0,0,"2026-08-27 09:00:00",1,599,570.48,1,,,,
"2026-08-28 09:00:00","#2143041",0,0,0,0,"2026-08-27 09:00:00",1,1499,1427.62,2,,,,
"2026-08-28 09:00:00","#2142974",0,0,0,0,"2026-08-27 09:00:00",1,3098,2950.48,4,,,,
"2026-08-28 09:00:00","#2143071",0,0,0,0,"2026-08-27 09:00:00",1,1699,1618.1,2,,,,
"2026-08-28 09:00:00","#2143100",0,0,0,0,"2026-08-27 09:00:00",1,1599,1522.86,1,,,,
"2026-08-28 09:00:00","#2143088",0,0,0,0,"2026-08-27 09:00:00",1,2699,2570.48,3,,,,
"2026-08-28 09:00:00","#2142993",0,0,0,0,"2026-08-27 09:00:00",1,1599,1522.86,1,,,,
"2026-08-28 09:00:00","#2143096",0,0,0,0,"2026-08-27 09:00:00",1,1648,1569.52,2,,,,
"2026-08-28 09:00:00","#2143013",0,0,0,0,"2026-08-27 09:00:00",1,3897,3711.43,8,,,,
"2026-08-28 09:00:00","#2143023",0,0,0,0,"2026-08-27 09:00:00",1,1499,1427.62,2,,,,
"2026-08-28 09:00:00","#2143025",0,0,0,0,"2026-08-27 09:00:00",1,1699,1618.1,2,,,,
"2026-08-28 09:00:00","#2143033",0,0,0,0,"2026-08-27 09:00:00",1,1499,1427.62,2,,,,
"2026-08-28 09:00:00","#2143003",0,0,0,0,"2026-08-27 09:00:00",1,1499,1427.62,2,,,,
"2026-08-28 09:00:00","#2142984",0,0,0,0,"2026-08-27 09:00:00",1,1499,1427.62,2,,,,
"2026-08-28 09:00:00","#2143056",0,0,0,0,"2026-08-27 09:00:00",1,1499,1427.62,2,,,,
"2026-08-28 09:00:00","#2143066",0,0,0,0,"2026-08-27 09:00:00",1,3116,2855.24,5,,,,
"2026-08-28 09:00:00","#2143078",0,0,0,0,"2026-08-27 09:00:00",1,1948,1855.24,3,,,,
"2026-08-28 09:00:00","#2143048",0,0,0,0,"2026-08-27 09:00:00",1,1817,1618.1,1,,,,
"2026-08-28 09:00:00","#2143070",0,0,0,0,"2026-08-27 09:00:00",1,1617,1427.62,2,,,,
"2026-08-28 09:00:00","#2142975",0,0,0,0,"2026-08-27 09:00:00",1,1617,1427.62,2,,,,
"2026-08-28 09:00:00","#2143040",0,0,0,0,"2026-08-27 09:00:00",1,1399,1332.38,1,,,,
"2026-08-28 09:00:00","#2143101",0,0,0,0,"2026-08-27 09:00:00",1,1499,1427.62,2,,,,
"2026-08-28 09:00:00","#2143089",0,0,0,0,"2026-08-27 09:00:00",1,1637,1441.05,1,,,,
"2026-08-28 09:00:00","#2143097",0,0,0,0,"2026-08-27 09:00:00",1,2187,1970.48,2,,,,
"2026-08-28 09:00:00","#2142992",0,0,0,0,"2026-08-27 09:00:00",1,1699,1618.1,2,,,,
"2026-08-28 09:00:00","#2143022",0,0,0,0,"2026-08-27 09:00:00",1,2069,1970.48,2,,,,
"2026-08-28 09:00:00","#2143012",0,0,0,0,"2026-08-27 09:00:00",1,1499,1427.62,2,,,,
"2026-08-28 09:00:00","#2143004",0,0,0,0,"2026-08-27 09:00:00",1,2248,2140.95,3,,,,
"2026-08-28 09:00:00","#2143034",0,0,0,0,"2026-08-27 09:00:00",1,1917,1713.33,1,,,,
"2026-08-28 09:00:00","#2143061",0,0,0,0,"2026-08-27 09:00:00",1,1897,1806.67,5,,,,
"2026-08-28 09:00:00","#2143051",0,0,0,0,"2026-08-27 09:00:00",1,1599,1522.86,1,,,,
"2026-08-28 09:00:00","#2143098",0,0,0,0,"2026-08-27 09:00:00",1,3848,3664.76,6,,,,
"2026-08-28 09:00:00","#2143086",0,0,0,0,"2026-08-27 09:00:00",1,1699,1618.1,1,,,,
"2026-08-28 09:00:00","#2142983",0,0,0,0,"2026-08-27 09:00:00",1,1499,1427.62,2,,,,
"2026-08-28 09:00:00","#2143090",0,0,0,0,"2026-08-27 09:00:00",1,1649,1570.48,1,,,,
"2026-08-28 09:00:00","#2142995",0,0,0,0,"2026-08-27 09:00:00",1,1257,1197.14,1,,,,
"2026-08-28 09:00:00","#2143047",0,0,0,0,"2026-08-27 09:00:00",1,1702,1508.57,1,,,,
"2026-08-28 09:00:00","#2143077",0,0,0,0,"2026-08-27 09:00:00",1,1256,1196.19,1,,,,
"2026-08-28 09:00:00","#2142972",0,0,0,0,"2026-08-27 09:00:00",1,1399,1332.38,1,,,,
"2026-08-28 09:00:00","#2143106",0,0,0,0,"2026-08-27 09:00:00",1,3091,2831.42,5,,,,
"2026-08-28 09:00:00","#2143069",0,0,0,0,"2026-08-27 09:00:00",1,1699,1618.1,2,,,,
"2026-08-28 09:00:00","#2143059",0,0,0,0,"2026-08-27 09:00:00",1,3248,3093.33,4,,,,
"2026-08-28 09:00:00","#2143015",0,0,0,0,"2026-08-27 09:00:00",1,1848,1760,4,,,,
"2026-08-28 09:00:00","#2143035",0,0,0,0,"2026-08-27 09:00:00",1,1599,1522.86,1,,,,
"2026-08-28 09:00:00","#2143005",0,0,0,0,"2026-08-27 09:00:00",1,1499,1427.62,1,,,,
"2026-08-28 09:00:00","#2143029",0,0,0,0,"2026-08-27 09:00:00",1,1599,1522.86,1,,,,
"2026-08-28 10:00:00","#2143228",0,0,0,0,"2026-08-27 10:00:00",1,1617,1427.62,2,,,,
"2026-08-28 10:00:00","#2143113",0,0,0,0,"2026-08-27 10:00:00",1,2069,1970.48,2,,,,
"2026-08-28 10:00:00","#2143193",0,0,0,0,"2026-08-27 10:00:00",1,1699,1618.1,2,,,,
"2026-08-28 10:00:00","#2143117",0,0,0,0,"2026-08-27 10:00:00",1,1817,1618.1,2,,,,
"2026-08-28 10:00:00","#2143119",0,0,0,0,"2026-08-27 10:00:00",1,2069,1970.48,2,,,,
"2026-08-28 10:00:00","#2143129",0,0,0,0,"2026-08-27 10:00:00",1,1484,1413.33,1,,,,
"2026-08-28 10:00:00","#2143211",0,0,0,0,"2026-08-27 10:00:00",1,1499,1427.62,2,,,,
"2026-08-28 10:00:00","#2143221",0,0,0,0,"2026-08-27 10:00:00",1,1499,1427.62,2,,,,
"2026-08-28 10:00:00","#2143165",0,0,0,0,"2026-08-27 10:00:00",1,1848,1760,4,,,,
"2026-08-28 10:00:00","#2143155",0,0,0,0,"2026-08-27 10:00:00",1,1499,1427.62,2,,,,
"2026-08-28 10:00:00","#2143182",0,0,0,0,"2026-08-27 10:00:00",1,1499,1427.62,2,,,,
"2026-08-28 10:00:00","#2143194",0,0,0,0,"2026-08-27 10:00:00",1,1399,1332.38,1,,,,
"2026-08-28 10:00:00","#2143237",0,0,0,0,"2026-08-27 10:00:00",1,1649,1570.48,1,,,,
"2026-08-28 10:00:00","#2143207",0,0,0,0,"2026-08-27 10:00:00",1,1134,1080,1,,,,
"2026-08-28 10:00:00","#2143143",0,0,0,0,"2026-08-27 10:00:00",1,1190,1133.33,1,,,,
"2026-08-28 10:00:00","#2143219",0,0,0,0,"2026-08-27 10:00:00",1,1799,1713.33,1,,,,
"2026-08-28 10:00:00","#2143229",0,0,0,0,"2026-08-27 10:00:00",1,2198,2093.33,4,,,,
"2026-08-28 10:00:00","#2143173",0,0,0,0,"2026-08-27 10:00:00",1,1499,1427.62,1,,,,
"2026-08-28 10:00:00","#2143126",0,0,0,0,"2026-08-27 10:00:00",1,1599,1522.86,1,,,,
"2026-08-28 10:00:00","#2143116",0,0,0,0,"2026-08-27 10:00:00",1,934.15,889.67,1,,,,
"2026-08-28 10:00:00","#2143108",0,0,0,0,"2026-08-27 10:00:00",1,2998,2855.24,6,,,,
"2026-08-28 10:00:00","#2143138",0,0,0,0,"2026-08-27 10:00:00",1,1299,1237.14,1,,,,
"2026-08-28 10:00:00","#2143130",0,0,0,0,"2026-08-27 10:00:00",1,2998,2855.24,5,,,,
"2026-08-28 10:00:00","#2143185",0,0,0,0,"2026-08-27 10:00:00",1,1499,1427.62,1,,,,
"2026-08-28 10:00:00","#2143226",0,0,0,0,"2026-08-27 10:00:00",1,5096,4853.33,10,,,,
"2026-08-28 10:00:00","#2143216",0,0,0,0,"2026-08-27 10:00:00",1,1617,1427.62,1,,,,
"2026-08-28 10:00:00","#2143152",0,0,0,0,"2026-08-27 10:00:00",1,1499,1427.62,1,,,,
"2026-08-28 10:00:00","#2143208",0,0,0,0,"2026-08-27 10:00:00",1,1499,1427.62,2,,,,
"2026-08-28 10:00:00","#2143238",0,0,0,0,"2026-08-27 10:00:00",1,3116,2855.24,4,,,,
"2026-08-28 10:00:00","#2143162",0,0,0,0,"2026-08-27 10:00:00",1,1898,1807.62,4,,,,
"2026-08-28 10:00:00","#2143200",0,0,0,0,"2026-08-27 10:00:00",1,1349.1,1284.86,1,,,,
"2026-08-28 10:00:00","#2143230",0,0,0,0,"2026-08-27 10:00:00",1,1399,1332.38,1,,,,
"2026-08-28 10:00:00","#2143174",0,0,0,0,"2026-08-27 10:00:00",1,1249,1189.52,1,,,,
"2026-08-28 10:00:00","#2143121",0,0,0,0,"2026-08-27 10:00:00",1,1617,1427.62,2,,,,
"2026-08-28 10:00:00","#2143137",0,0,0,0,"2026-08-27 10:00:00",1,1599,1522.86,1,,,,
"2026-08-28 10:00:00","#2143107",0,0,0,0,"2026-08-27 10:00:00",1,3082,2935.24,5,,,,
"2026-08-28 10:00:00","#2143127",0,0,0,0,"2026-08-27 10:00:00",1,1499,1427.62,1,,,,
"2026-08-28 10:00:00","#2143139",0,0,0,0,"2026-08-27 10:00:00",1,1517,1332.38,1,,,,
"2026-08-28 10:00:00","#2143109",0,0,0,0,"2026-08-27 10:00:00",1,1349.1,1284.86,1,,,,
"2026-08-28 10:00:00","#2143131",0,0,0,0,"2026-08-27 10:00:00",1,1699,1618.1,2,,,,
"2026-08-28 10:00:00","#2143184",0,0,0,0,"2026-08-27 10:00:00",1,1499,1427.62,2,,,,
"2026-08-28 10:00:00","#2143217",0,0,0,0,"2026-08-27 10:00:00",1,1533,1460,1,,,,
"2026-08-28 10:00:00","#2143227",0,0,0,0,"2026-08-27 10:00:00",1,1699,1618.1,2,,,,
"2026-08-28 10:00:00","#2143163",0,0,0,0,"2026-08-27 10:00:00",1,2436,2207.62,3,,,,
"2026-08-28 10:00:00","#2143239",0,0,0,0,"2026-08-27 10:00:00",1,1499,1427.62,1,,,,
"2026-08-28 10:00:00","#2143209",0,0,0,0,"2026-08-27 10:00:00",1,1109,938.19,1,,,,
"2026-08-28 10:00:00","#2143153",0,0,0,0,"2026-08-27 10:00:00",1,1060,1009.52,1,,,,
"2026-08-28 10:00:00","#2143231",0,0,0,0,"2026-08-27 10:00:00",1,1109,943.81,1,,,,
"2026-08-28 10:00:00","#2143201",0,0,0,0,"2026-08-27 10:00:00",1,1699,1618.1,2,,,,
"2026-08-28 10:00:00","#2143145",0,0,0,0,"2026-08-27 10:00:00",1,1617,1427.62,2,,,,
"2026-08-28 10:00:00","#2143175",0,0,0,0,"2026-08-27 10:00:00",1,2998,2855.24,4,,,,
"2026-08-28 10:00:00","#2143192",0,0,0,0,"2026-08-27 10:00:00",1,1699,1618.1,2,,,,
"2026-08-28 10:00:00","#2143120",0,0,0,0,"2026-08-27 10:00:00",1,1599,1522.86,1,,,,
"2026-08-28 10:00:00","#2143110",0,0,0,0,"2026-08-27 10:00:00",1,1617,1427.62,1,,,,
"2026-08-28 10:00:00","#2143136",0,0,0,0,"2026-08-27 10:00:00",1,84,80,1,,,,
"2026-08-28 10:00:00","#2143128",0,0,0,0,"2026-08-27 10:00:00",1,1517,1332.38,1,,,,
"2026-08-28 10:00:00","#2143118",0,0,0,0,"2026-08-27 10:00:00",1,1499,1427.62,2,,,,
"2026-08-28 10:00:00","#2143220",0,0,0,0,"2026-08-27 10:00:00",1,1998,1693.22,3,,,,
"2026-08-28 10:00:00","#2143154",0,0,0,0,"2026-08-27 10:00:00",1,1499,1427.62,2,,,,
"2026-08-28 10:00:00","#2143164",0,0,0,0,"2026-08-27 10:00:00",1,1817,1618.1,2,,,,
"2026-08-28 10:00:00","#2143183",0,0,0,0,"2026-08-27 10:00:00",1,1599,1522.86,1,,,,
"2026-08-28 10:00:00","#2143195",0,0,0,0,"2026-08-27 10:00:00",1,1867,1665.72,1,,,,
"2026-08-28 10:00:00","#2143206",0,0,0,0,"2026-08-27 10:00:00",1,1699,1618.1,2,,,,
"2026-08-28 10:00:00","#2143236",0,0,0,0,"2026-08-27 10:00:00",1,2187,1970.48,2,,,,
"2026-08-28 10:00:00","#2143172",0,0,0,0,"2026-08-27 10:00:00",1,2016,1807.62,4,,,,
"2026-08-28 10:00:00","#2143111",0,0,0,0,"2026-08-27 10:00:00",1,1499,1427.62,1,,,,
"2026-08-28 10:00:00","#2143144",0,0,0,0,"2026-08-27 10:00:00",1,1717,1522.86,1,,,,
"2026-08-28 10:00:00","#2143142",0,0,0,0,"2026-08-27 10:00:00",1,1599,1522.86,1,,,,
"2026-08-28 10:00:00","#2143125",0,0,0,0,"2026-08-27 10:00:00",1,1445,1376.2,1,,,,
"2026-08-28 10:00:00","#2143115",0,0,0,0,"2026-08-27 10:00:00",1,5996,5710.48,9,,,,
"2026-08-28 10:00:00","#2143133",0,0,0,0,"2026-08-27 10:00:00",1,1499,1427.62,2,,,,
"2026-08-28 10:00:00","#2143198",0,0,0,0,"2026-08-27 10:00:00",1,1399,1332.38,1,,,,
"2026-08-28 10:00:00","#2143151",0,0,0,0,"2026-08-27 10:00:00",1,1499,1427.62,2,,,,
"2026-08-28 10:00:00","#2143161",0,0,0,0,"2026-08-27 10:00:00",1,1699,1618.1,2,,,,
"2026-08-28 10:00:00","#2143225",0,0,0,0,"2026-08-27 10:00:00",1,1499,1427.62,2,,,,
"2026-08-28 10:00:00","#2143215",0,0,0,0,"2026-08-27 10:00:00",1,1499,1427.62,1,,,,
"2026-08-28 10:00:00","#2143177",0,0,0,0,"2026-08-27 10:00:00",1,1359.15,1294.43,1,,,,
"2026-08-28 10:00:00","#2143147",0,0,0,0,"2026-08-27 10:00:00",1,1948,1855.24,4,,,,
"2026-08-28 10:00:00","#2143203",0,0,0,0,"2026-08-27 10:00:00",1,1486.4,1415.62,2,,,,
"2026-08-28 10:00:00","#2143159",0,0,0,0,"2026-08-27 10:00:00",1,1599,1522.86,1,,,,
"2026-08-28 10:00:00","#2143169",0,0,0,0,"2026-08-27 10:00:00",1,1509,1437.14,1,,,,
"2026-08-28 10:00:00","#2143233",0,0,0,0,"2026-08-27 10:00:00",1,2069,1970.48,2,,,,
"2026-08-28 10:00:00","#2143190",0,0,0,0,"2026-08-27 10:00:00",1,1599,1522.86,1,,,,
"2026-08-28 10:00:00","#2143112",0,0,0,0,"2026-08-27 10:00:00",1,1499,1427.62,2,,,,
"2026-08-28 10:00:00","#2143122",0,0,0,0,"2026-08-27 10:00:00",1,1499,1427.62,2,,,,
"2026-08-28 10:00:00","#2143240",0,0,0,0,"2026-08-27 10:00:00",1,1699,1618.1,1,,,,
"2026-08-28 10:00:00","#2143134",0,0,0,0,"2026-08-27 10:00:00",1,1144,1089.52,1,,,,
"2026-08-28 10:00:00","#2143166",0,0,0,0,"2026-08-27 10:00:00",1,1782,1697.14,3,,,,
"2026-08-28 10:00:00","#2143156",0,0,0,0,"2026-08-27 10:00:00",1,1717,1522.86,1,,,,
"2026-08-28 10:00:00","#2143148",0,0,0,0,"2026-08-27 10:00:00",1,1637,1446.67,1,,,,
"2026-08-28 10:00:00","#2143178",0,0,0,0,"2026-08-27 10:00:00",1,1584,1508.58,1,,,,
"2026-08-28 10:00:00","#2143222",0,0,0,0,"2026-08-27 10:00:00",1,1499,1427.62,2,,,,
"2026-08-28 10:00:00","#2143181",0,0,0,0,"2026-08-27 10:00:00",1,1483.2,1412.57,2,,,,
"2026-08-28 10:00:00","#2143197",0,0,0,0,"2026-08-27 10:00:00",1,3198,3045.71,5,,,,
"2026-08-28 10:00:00","#2143140",0,0,0,0,"2026-08-27 10:00:00",1,1399,1332.38,1,,,,
"2026-08-28 10:00:00","#2143170",0,0,0,0,"2026-08-27 10:00:00",1,1069,1018.1,1,,,,
"2026-08-28 10:00:00","#2143234",0,0,0,0,"2026-08-27 10:00:00",1,1499,1427.62,2,,,,
"2026-08-28 10:00:00","#2143158",0,0,0,0,"2026-08-27 10:00:00",1,3778.2,3598.29,5,,,,
"2026-08-28 10:00:00","#2143202",0,0,0,0,"2026-08-27 10:00:00",1,1599,1522.86,1,,,,
"2026-08-28 10:00:00","#2143191",0,0,0,0,"2026-08-27 10:00:00",1,1519,1446.67,1,,,,
"2026-08-28 10:00:00","#2143241",0,0,0,0,"2026-08-27 10:00:00",1,2998,2855.24,6,,,,
"2026-08-28 10:00:00","#2143135",0,0,0,0,"2026-08-27 10:00:00",1,1519,1446.67,1,,,,
