"Hour","Order name","Orders","Total sales","Net sales","Quantity ordered"
"2026-08-27 10:00:00","#2143143",1,1190,1133.33,1
"2026-08-27 10:00:00","#2143173",1,1499,1427.62,1
"2026-08-27 10:00:00","#2143208",1,1499,1427.62,2
"2026-08-27 10:00:00","#2143238",1,3116,2855.24,4
"2026-08-27 10:00:00","#2143111",1,1499,1427.62,1
"2026-08-27 10:00:00","#2143226",1,5096,4853.33,10
"2026-08-27 10:00:00","#2143121",1,1617,1427.62,2
"2026-08-27 10:00:00","#2143216",1,1617,1427.62,1
"2026-08-27 10:00:00","#2143119",1,2069,1970.48,2
"2026-08-27 10:00:00","#2143129",1,1484,1413.33,1
"2026-08-27 10:00:00","#2143200",1,1349.1,1284.86,1
"2026-08-27 10:00:00","#2143137",1,1599,1522.86,1
"2026-08-27 10:00:00","#2143230",1,1399,1332.38,1
"2026-08-27 10:00:00","#2143107",1,3082,2935.24,5
"2026-08-27 10:00:00","#2143185",1,1499,1427.62,1
"2026-08-27 10:00:00","#2143152",1,1499,1427.62,1
"2026-08-27 10:00:00","#2143162",1,1898,1807.62,4
"2026-08-27 10:00:00","#2143174",1,1249,1189.52,1
"2026-08-27 10:00:00","#2143144",1,1717,1522.86,1
"2026-08-27 10:00:00","#2143193",1,1699,1618.1,2
"2026-08-27 10:00:00","#2143108",1,2998,2855.24,6
"2026-08-27 10:00:00","#2143138",1,1299,1237.14,1
"2026-08-27 10:00:00","#2143126",1,1599,1522.86,1
"2026-08-27 10:00:00","#2143211",1,1499,1427.62,2
"2026-08-27 10:00:00","#2143116",1,934.15,889.67,1
"2026-08-27 10:00:00","#2143221",1,1499,1427.62,2
"2026-08-27 10:00:00","#2143219",1,1799,1713.33,1
"2026-08-27 10:00:00","#2143229",1,2198,2093.33,4
"2026-08-27 10:00:00","#2143237",1,1649,1570.48,1
"2026-08-27 10:00:00","#2143207",1,1134,1080,1
"2026-08-27 10:00:00","#2143130",1,2998,2855.24,5
"2026-08-27 10:00:00","#2143184",1,1499,1427.62,2
"2026-08-27 10:00:00","#2143163",1,2436,2207.62,3
"2026-08-27 10:00:00","#2143153",1,1060,1009.52,1
"2026-08-27 10:00:00","#2143145",1,1617,1427.62,2
"2026-08-27 10:00:00","#2143175",1,2998,2855.24,4
"2026-08-27 10:00:00","#2143192",1,1699,1618.1,2
"2026-08-27 10:00:00","#2143139",1,1517,1332.38,1
"2026-08-27 10:00:00","#2143109",1,1349.1,1284.86,1
"2026-08-27 10:00:00","#2143117",1,1817,1618.1,2
"2026-08-27 10:00:00","#2143220",1,1998,1693.22,3
"2026-08-27 10:00:00","#2143127",1,1499,1427.62,1
"2026-08-27 10:00:00","#2143228",1,1617,1427.62,2
"2026-08-27 10:00:00","#2143218",1,1817,1618.1,2
"2026-08-27 10:00:00","#2143206",1,1699,1618.1,2
"2026-08-27 10:00:00","#2143131",1,1699,1618.1,2
"2026-08-27 10:00:00","#2143236",1,2187,1970.48,2
"2026-08-27 10:00:00","#2143154",1,1499,1427.62,2
"2026-08-27 10:00:00","#2143164",1,1817,1618.1,2
"2026-08-27 10:00:00","#2143183",1,1599,1522.86,1
"2026-08-27 10:00:00","#2143195",1,1867,1665.72,1
"2026-08-27 10:00:00","#2143172",1,2016,1807.62,4
"2026-08-27 10:00:00","#2143142",1,1599,1522.86,1
"2026-08-27 10:00:00","#2143239",1,1499,1427.62,1
"2026-08-27 10:00:00","#2143209",1,1109,938.19,1
"2026-08-27 10:00:00","#2143120",1,1599,1522.86,1
"2026-08-27 10:00:00","#2143217",1,1533,1460,1
"2026-08-27 10:00:00","#2143110",1,1617,1427.62,1
"2026-08-27 10:00:00","#2143227",1,1699,1618.1,2
"2026-08-27 10:00:00","#2143128",1,1517,1332.38,1
"2026-08-27 10:00:00","#2143118",1,1499,1427.62,2
"2026-08-27 10:00:00","#2143231",1,1109,943.81,1
"2026-08-27 10:00:00","#2143201",1,1699,1618.1,2
"2026-08-27 10:00:00","#2143136",1,84,80,1
"2026-08-27 10:00:00","#2143198",1,1399,1332.38,1
"2026-08-27 10:00:00","#2143151",1,1499,1427.62,2
"2026-08-27 10:00:00","#2143161",1,1699,1618.1,2
"2026-08-27 10:00:00","#2143159",1,1599,1522.86,1
"2026-08-27 10:00:00","#2143169",1,1509,1437.14,1
"2026-08-27 10:00:00","#2143177",1,1359.15,1294.43,1
"2026-08-27 10:00:00","#2143240",1,1699,1618.1,1
"2026-08-27 10:00:00","#2143147",1,1948,1855.24,4
"2026-08-27 10:00:00","#2143190",1,1599,1522.86,1
"2026-08-27 10:00:00","#2143125",1,1445,1376.2,1
"2026-08-27 10:00:00","#2143222",1,1499,1427.62,2
"2026-08-27 10:00:00","#2143115",1,5996,5710.48,9
"2026-08-27 10:00:00","#2143234",1,1499,1427.62,2
"2026-08-27 10:00:00","#2143133",1,1499,1427.62,2
"2026-08-27 10:00:00","#2143204",1,1699,1618.1,2
"2026-08-27 10:00:00","#2143148",1,1637,1446.67,1
"2026-08-27 10:00:00","#2143178",1,1584,1508.58,1
"2026-08-27 10:00:00","#2143166",1,1782,1697.14,3
"2026-08-27 10:00:00","#2143156",1,1717,1522.86,1
"2026-08-27 10:00:00","#2143181",1,1483.2,1412.57,2
"2026-08-27 10:00:00","#2143197",1,3198,3045.71,5
"2026-08-27 10:00:00","#2143140",1,1399,1332.38,1
"2026-08-27 10:00:00","#2143170",1,1069,1018.1,1
"2026-08-27 10:00:00","#2143225",1,1499,1427.62,2
"2026-08-27 10:00:00","#2143112",1,1499,1427.62,2
"2026-08-27 10:00:00","#2143215",1,1499,1427.62,1
"2026-08-27 10:00:00","#2143122",1,1499,1427.62,2
"2026-08-27 10:00:00","#2143134",1,1144,1089.52,1
"2026-08-27 10:00:00","#2143203",1,1486.4,1415.62,2
"2026-08-27 10:00:00","#2143233",1,2069,1970.48,2
"2026-08-27 10:00:00","#2143179",1,1699,1618.1,2
"2026-08-27 10:00:00","#2143149",1,3066,2807.62,5
"2026-08-27 10:00:00","#2143157",1,1766,1569.52,2
"2026-08-27 10:00:00","#2143167",1,1637,1446.67,1
"2026-08-27 10:00:00","#2143180",1,922,878.1,1
"2026-08-27 10:00:00","#2143196",1,1948,1855.24,3
"2026-08-27 10:00:00","#2143188",1,2578,2455.24,4
"2026-08-27 10:00:00","#2143171",1,3398,3236.19,4
"2026-08-27 10:00:00","#2143141",1,1499,1427.62,1
"2026-08-27 10:00:00","#2143214",1,1767,1570.48,1
"2026-08-27 10:00:00","#2143123",1,1599,1522.86,1
"2026-08-27 10:00:00","#2143224",1,1499,1427.62,2
"2026-08-27 10:00:00","#2143113",1,2069,1970.48,2
"2026-08-27 10:00:00","#2143232",1,3116,2855.24,5
"2026-08-27 10:00:00","#2143135",1,1519,1446.67,1
"2026-08-27 10:00:00","#2143202",1,1599,1522.86,1
"2026-08-27 10:00:00","#2143187",1,1499,1427.62,2
"2026-08-27 10:00:00","#2143199",1,1499,1427.62,2
"2026-08-27 10:00:00","#2143160",1,1699,1618.1,2
"2026-08-27 10:00:00","#2143150",1,1499,1427.62,2
"2026-08-27 10:00:00","#2143168",1,1367.1,1302,1
"2026-08-27 10:00:00","#2143158",1,3778.2,3598.29,5
"2026-08-27 10:00:00","#2143146",1,2567,2332.38,2
"2026-08-27 10:00:00","#2143176",1,1699,1618.1,2
"2026-08-27 10:00:00","#2143241",1,2998,2855.24,6
"2026-08-27 10:00:00","#2143191",1,1519,1446.67,1
"2026-08-27 10:00:00","#2143223",1,1549,1475.24,1
"2026-08-27 10:00:00","#2143114",1,1064,1013.34,1
"2026-08-27 10:00:00","#2143213",1,1699,1618.1,2
"2026-08-27 10:00:00","#2143124",1,1716,1521.9,2
"2026-08-27 10:00:00","#2143132",1,1698,1617.14,3
"2026-08-27 10:00:00","#2143205",1,1291.15,1229.67,1
"2026-08-27 10:00:00","#2143235",1,0,0,2
"2026-08-27 11:00:00","#2143300",1,1499,1427.62,2
"2026-08-27 11:00:00","#2143330",1,2916,2664.76,3
"2026-08-27 11:00:00","#2143308",1,1699,1618.1,2
"2026-08-27 11:00:00","#2143338",1,1617,1427.62,2
"2026-08-27 11:00:00","#2143326",1,991,943.81,1
"2026-08-27 11:00:00","#2143316",1,1998,1902.86,4
"2026-08-27 11:00:00","#2143251",1,3898,3712.38,6
"2026-08-27 11:00:00","#2143261",1,891.9,849.43,1
"2026-08-27 11:00:00","#2143298",1,1599,1522.86,1
"2026-08-27 11:00:00","#2143374",1,1699,1618.1,2
"2026-08-27 11:00:00","#2143286",1,1982,1887.62,3
"2026-08-27 11:00:00","#2143352",1,3048,2902.86,4
"2026-08-27 11:00:00","#2143362",1,3016,2760,5
"2026-08-27 11:00:00","#2143290",1,2689,2560.95,5
"2026-08-27 11:00:00","#2143277",1,1617,1427.62,2
"2026-08-27 11:00:00","#2143247",1,1617,1427.62,1
"2026-08-27 11:00:00","#2143259",1,580,552.38,1
"2026-08-27 11:00:00","#2143385",1,1499,1427.62,1
"2026-08-27 11:00:00","#2143269",1,1267,1094.29,1
"2026-08-27 11:00:00","#2143319",1,1898,1807.62,4
"2026-08-27 11:00:00","#2143329",1,1499,1427.62,2
"2026-08-27 11:00:00","#2143337",1,1399,1332.38,2
"2026-08-27 11:00:00","#2143307",1,4895,4661.9,9
"2026-08-27 11:00:00","#2143311",1,1499,1427.62,2
"2026-08-27 11:00:00","#2143373",1,1107,1054.29,1
"2026-08-27 11:00:00","#2143281",1,2648,2521.9,3
"2026-08-27 11:00:00","#2143266",1,1499,1427.62,1
"2026-08-27 11:00:00","#2143256",1,1848,1760,3
"2026-08-27 11:00:00","#2143248",1,3989,3799.04,7
"2026-08-27 11:00:00","#2143278",1,1699,1618.1,2
"2026-08-27 11:00:00","#2143270",1,3167,3016.19,5
"2026-08-27 11:00:00","#2143382",1,2998,2855.24,6
"2026-08-27 11:00:00","#2143365",1,1499,1427.62,1
"2026-08-27 11:00:00","#2143289",1,2998,2855.24,4
"2026-08-27 11:00:00","#2143355",1,1699,1618.1,2
"2026-08-27 11:00:00","#2143297",1,1717,1522.86,1
"2026-08-27 11:00:00","#2143328",1,2183,2079.05,3
"2026-08-27 11:00:00","#2143318",1,2800,2666.67,4
"2026-08-27 11:00:00","#2143306",1,2608,2483.81,3
"2026-08-27 11:00:00","#2143320",1,1699,1618.1,2
"2026-08-27 11:00:00","#2143310",1,1499,1427.62,2
"2026-08-27 11:00:00","#2143372",1,1228,1057.14,1
"2026-08-27 11:00:00","#2143342",1,2198,2093.34,4
"2026-08-27 11:00:00","#2143280",1,1584,1508.57,1
"2026-08-27 11:00:00","#2143257",1,1499,1427.62,2
"2026-08-27 11:00:00","#2143267",1,1499,1427.62,2
"2026-08-27 11:00:00","#2143279",1,1499,1427.62,1
"2026-08-27 11:00:00","#2143249",1,1998,1902.86,4
"2026-08-27 11:00:00","#2143271",1,1817,1618.1,2
"2026-08-27 11:00:00","#2143383",1,1499,1427.62,2
"2026-08-27 11:00:00","#2143354",1,1499,1427.62,2
"2026-08-27 11:00:00","#2143288",1,702,668.57,1
"2026-08-27 11:00:00","#2143296",1,1862.1,1773.43,2
"2026-08-27 11:00:00","#2143331",1,1998,1902.86,4
"2026-08-27 11:00:00","#2143339",1,1399,1332.38,1
"2026-08-27 11:00:00","#2143309",1,1999,1903.81,2
"2026-08-27 11:00:00","#2143317",1,1499,1427.62,2
"2026-08-27 11:00:00","#2143327",1,1499,1427.62,2
"2026-08-27 11:00:00","#2143260",1,2069,1970.48,2
"2026-08-27 11:00:00","#2143250",1,1999,1903.81,2
"2026-08-27 11:00:00","#2143345",1,2054,1956.19,2
"2026-08-27 11:00:00","#2143299",1,2028,1931.43,3
"2026-08-27 11:00:00","#2143375",1,2248,2140.95,3
"2026-08-27 11:00:00","#2143363",1,2286.24,2177.37,3
"2026-08-27 11:00:00","#2143353",1,3198,3045.71,5
"2026-08-27 11:00:00","#2143291",1,3398,3236.19,6
"2026-08-27 11:00:00","#2143246",1,0,0,1
"2026-08-27 11:00:00","#2143276",1,1559,1458.29,3
"2026-08-27 11:00:00","#2143384",1,1499,1427.62,2
"2026-08-27 11:00:00","#2143268",1,1817,1618.1,1
"2026-08-27 11:00:00","#2143258",1,3198,3045.71,6
"2026-08-27 11:00:00","#2143334",1,1499,1427.62,2
"2026-08-27 11:00:00","#2143304",1,1499,1427.62,2
"2026-08-27 11:00:00","#2143312",1,1109,943.81,1
"2026-08-27 11:00:00","#2143322",1,3198,3045.72,4
"2026-08-27 11:00:00","#2143282",1,1499,1427.62,2
"2026-08-27 11:00:00","#2143340",1,1617,1427.62,1
"2026-08-27 11:00:00","#2143370",1,1499,1427.62,2
"2026-08-27 11:00:00","#2143265",1,1499,1427.62,2
"2026-08-27 11:00:00","#2143255",1,1898,1807.62,4
"2026-08-27 11:00:00","#2143381",1,1433,1364.76,1
"2026-08-27 11:00:00","#2143243",1,1699,1618.1,1
"2026-08-27 11:00:00","#2143273",1,2098,1998.1,3
"2026-08-27 11:00:00","#2143348",1,1499,1427.62,2
"2026-08-27 11:00:00","#2143294",1,3948,3760,6
"2026-08-27 11:00:00","#2143378",1,1499,1427.62,2
"2026-08-27 11:00:00","#2143366",1,2808,2674.29,4
"2026-08-27 11:00:00","#2143356",1,2998,2855.24,6
"2026-08-27 11:00:00","#2143303",1,1157,989.52,1
"2026-08-27 11:00:00","#2143333",1,0,0,1
"2026-08-27 11:00:00","#2143325",1,1499,1427.62,2
"2026-08-27 11:00:00","#2143315",1,991,943.8,1
"2026-08-27 11:00:00","#2143252",1,2717,2475.24,2
"2026-08-27 11:00:00","#2143262",1,1499,1427.62,2
"2026-08-27 11:00:00","#2143359",1,899,856.19,1
"2026-08-27 11:00:00","#2143285",1,1399,1332.38,1
"2026-08-27 11:00:00","#2143377",1,2998,2855.24,4
"2026-08-27 11:00:00","#2143347",1,2349,2237.14,2
"2026-08-27 11:00:00","#2143293",1,1699,1618.1,2
"2026-08-27 11:00:00","#2143361",1,2256,2036.2,3
"2026-08-27 11:00:00","#2143386",1,1061.1,1010.58,1
"2026-08-27 11:00:00","#2143244",1,1499,1427.62,2
"2026-08-27 11:00:00","#2143332",1,1817,1618.1,2
"2026-08-27 11:00:00","#2143302",1,2069,1970.48,2
"2026-08-27 11:00:00","#2143314",1,2883,2745.71,4
"2026-08-27 11:00:00","#2143324",1,2898,2760,5
"2026-08-27 11:00:00","#2143263",1,1649,1570.48,1
"2026-08-27 11:00:00","#2143368",1,1617,1427.62,2
"2026-08-27 11:00:00","#2143284",1,1499,1427.62,1
"2026-08-27 11:00:00","#2143358",1,1349,1284.76,1
"2026-08-27 11:00:00","#2143346",1,1815,1728.57,2
"2026-08-27 11:00:00","#2143376",1,1499,1427.62,2
"2026-08-27 11:00:00","#2143292",1,256,216.94,1
"2026-08-27 11:00:00","#2143360",1,1399,1332.38,1
"2026-08-27 11:00:00","#2143350",1,549,522.86,1
"2026-08-27 11:00:00","#2143245",1,1898,1807.62,4
"2026-08-27 11:00:00","#2143275",1,3568,3398.1,5
"2026-08-27 11:00:00","#2143305",1,2449,2332.38,2
"2026-08-27 11:00:00","#2143335",1,1599,1522.86,1
"2026-08-27 11:00:00","#2143323",1,1817,1618.1,2
"2026-08-27 11:00:00","#2143313",1,1499,1427.62,2
"2026-08-27 11:00:00","#2143283",1,1699,1618.1,2
"2026-08-27 11:00:00","#2143341",1,1809,1722.86,2
"2026-08-27 11:00:00","#2143254",1,3098,2950.48,5
"2026-08-27 11:00:00","#2143264",1,1663.2,1584,2
"2026-08-27 11:00:00","#2143380",1,1699,1618.1,2
"2026-08-27 11:00:00","#2143272",1,1349.1,1284.86,1
"2026-08-27 11:00:00","#2143242",1,3018,2874.29,4
"2026-08-27 11:00:00","#2143295",1,3016,2760,5
"2026-08-27 11:00:00","#2143379",1,2499,2380,3
"2026-08-27 11:00:00","#2143349",1,1699,1618.1,2
"2026-08-27 11:00:00","#2143357",1,1499,1427.62,1
"2026-08-27 11:00:00","#2143367",1,1499,1427.62,2
"2026-08-27 12:00:00","#2143481",1,2398,2283.8,3
"2026-08-27 12:00:00","#2143543",1,2069,1970.48,2
"2026-08-27 12:00:00","#2143448",1,1484,1413.33,1
"2026-08-27 12:00:00","#2143466",1,2069,1970.48,2
"2026-08-27 12:00:00","#2143456",1,1998,1902.86,4
"2026-08-27 12:00:00","#2143392",1,4497,4282.86,6
"2026-08-27 12:00:00","#2143440",1,2187,1970.48,2
"2026-08-27 12:00:00","#2143470",1,1617,1427.62,2
"2026-08-27 12:00:00","#2143497",1,1637,1446.66,1
"2026-08-27 12:00:00","#2143565",1,3148,2998.1,5
"2026-08-27 12:00:00","#2143489",1,1662,1582.86,2
"2026-08-27 12:00:00","#2143555",1,1079,1027.62,1
"2026-08-27 12:00:00","#2143412",1,1499,1427.62,2
"2026-08-27 12:00:00","#2143422",1,1519,1446.67,1
"2026-08-27 12:00:00","#2143537",1,2297,2187.62,5
"2026-08-27 12:00:00","#2143507",1,1499,1427.62,1
"2026-08-27 12:00:00","#2143519",1,1617,1427.62,1
"2026-08-27 12:00:00","#2143529",1,1499,1427.62,1
"2026-08-27 12:00:00","#2143511",1,1727,1644.76,1
"2026-08-27 12:00:00","#2143521",1,1499,1427.62,2
"2026-08-27 12:00:00","#2143434",1,1517,1332.38,1
"2026-08-27 12:00:00","#2143404",1,1499,1427.62,1
"2026-08-27 12:00:00","#2143451",1,1599,1522.86,1
"2026-08-27 12:00:00","#2143461",1,1499,1427.62,2
"2026-08-27 12:00:00","#2143486",1,4267,4063.81,7
"2026-08-27 12:00:00","#2143490",1,3116,2855.24,5
"2026-08-27 12:00:00","#2143552",1,1898,1807.62,4
"2026-08-27 12:00:00","#2143562",1,1499,1427.62,2
"2026-08-27 12:00:00","#2143459",1,1499,1427.62,2
"2026-08-27 12:00:00","#2143395",1,2716,2474.28,4
"2026-08-27 12:00:00","#2143469",1,2066,1855.24,4
"2026-08-27 12:00:00","#2143447",1,899,856.19,1
"2026-08-27 12:00:00","#2143500",1,1599,1522.86,1
"2026-08-27 12:00:00","#2143530",1,1617,1427.62,2
"2026-08-27 12:00:00","#2143425",1,1799.1,1713.42,2
"2026-08-27 12:00:00","#2143415",1,1499,1427.62,1
"2026-08-27 12:00:00","#2143403",1,1499,1427.62,2
"2026-08-27 12:00:00","#2143433",1,3083,2936.2,4
"2026-08-27 12:00:00","#2143526",1,2098,1998.1,3
"2026-08-27 12:00:00","#2143516",1,2069,1970.48,2
"2026-08-27 12:00:00","#2143538",1,1848,1760,4
"2026-08-27 12:00:00","#2143460",1,1499,1427.62,2
"2026-08-27 12:00:00","#2143450",1,1817,1618.1,2
"2026-08-27 12:00:00","#2143487",1,1897,1806.67,5
"2026-08-27 12:00:00","#2143545",1,1699,1618.1,2
"2026-08-27 12:00:00","#2143499",1,0,0,1
"2026-08-27 12:00:00","#2143491",1,2149,2046.66,2
"2026-08-27 12:00:00","#2143563",1,2187,1970.48,2
"2026-08-27 12:00:00","#2143553",1,1499,1427.62,1
"2026-08-27 12:00:00","#2143468",1,1699,1618.1,1
"2026-08-27 12:00:00","#2143394",1,1998,1902.86,4
"2026-08-27 12:00:00","#2143458",1,1916,1824.76,2
"2026-08-27 12:00:00","#2143446",1,1259.1,1199.14,1
"2026-08-27 12:00:00","#2143476",1,1919,1827.62,2
"2026-08-27 12:00:00","#2143501",1,1817,1618.1,2
"2026-08-27 12:00:00","#2143414",1,1817,1618.1,1
"2026-08-27 12:00:00","#2143424",1,2968.2,2826.86,4
"2026-08-27 12:00:00","#2143432",1,2198,2093.33,4
"2026-08-27 12:00:00","#2143402",1,1637,1446.66,1
"2026-08-27 12:00:00","#2143517",1,1499,1427.62,2
"2026-08-27 12:00:00","#2143527",1,1817,1618.1,2
"2026-08-27 12:00:00","#2143539",1,2448,2331.43,3
"2026-08-27 12:00:00","#2143509",1,1499,1427.62,2
"2026-08-27 12:00:00","#2143480",1,1817,1618.1,2
"2026-08-27 12:00:00","#2143542",1,1912,1708.57,2
"2026-08-27 12:00:00","#2143479",1,1499,1427.62,2
"2026-08-27 12:00:00","#2143449",1,1684,1603.81,1
"2026-08-27 12:00:00","#2143457",1,899,856.19,1
"2026-08-27 12:00:00","#2143467",1,1699,1618.1,2
"2026-08-27 12:00:00","#2143393",1,1399,1332.38,2
"2026-08-27 12:00:00","#2143471",1,724,689.52,1
"2026-08-27 12:00:00","#2143441",1,1699,1618.1,2
"2026-08-27 12:00:00","#2143496",1,2069,1970.48,2
"2026-08-27 12:00:00","#2143554",1,1684,1603.81,1
"2026-08-27 12:00:00","#2143564",1,1484,1413.33,1
"2026-08-27 12:00:00","#2143488",1,1647,1456.19,1
"2026-08-27 12:00:00","#2143423",1,3198,3045.71,5
"2026-08-27 12:00:00","#2143413",1,2116,1902.86,4
"2026-08-27 12:00:00","#2143506",1,1548,1474.29,2
"2026-08-27 12:00:00","#2143536",1,1949,1856.19,2
"2026-08-27 12:00:00","#2143518",1,1517,1332.38,1
"2026-08-27 12:00:00","#2143520",1,1259.1,1199.14,1
"2026-08-27 12:00:00","#2143510",1,1517,1332.38,1
"2026-08-27 12:00:00","#2143405",1,971.1,924.86,1
"2026-08-27 12:00:00","#2143452",1,1599,1522.86,1
"2026-08-27 12:00:00","#2143462",1,0,0,1
"2026-08-27 12:00:00","#2143547",1,4497,4282.86,9
"2026-08-27 12:00:00","#2143559",1,1499,1427.62,2
"2026-08-27 12:00:00","#2143569",1,1866,1664.76,2
"2026-08-27 12:00:00","#2143485",1,1849,1760.95,2
"2026-08-27 12:00:00","#2143551",1,1648,1569.52,2
"2026-08-27 12:00:00","#2143561",1,1649,1570.48,1
"2026-08-27 12:00:00","#2143493",1,2616,2274.23,3
"2026-08-27 12:00:00","#2143388",1,1933,1840.95,3
"2026-08-27 12:00:00","#2143474",1,1614.05,1537.19,1
"2026-08-27 12:00:00","#2143444",1,1699,1618.1,2
"2026-08-27 12:00:00","#2143396",1,1917.1,1713.43,2
"2026-08-27 12:00:00","#2143503",1,1699,1618.1,1
"2026-08-27 12:00:00","#2143533",1,1484.1,1413.43,1
"2026-08-27 12:00:00","#2143408",1,1187,1018.1,1
"2026-08-27 12:00:00","#2143438",1,2498,2379.04,3
"2026-08-27 12:00:00","#2143426",1,1809,1722.86,2
"2026-08-27 12:00:00","#2143416",1,3848,3664.76,6
"2026-08-27 12:00:00","#2143400",1,2883,2745.72,4
"2026-08-27 12:00:00","#2143430",1,1499,1427.62,2
"2026-08-27 12:00:00","#2143525",1,1617,1427.62,2
"2026-08-27 12:00:00","#2143515",1,1817,1618.1,2
"2026-08-27 12:00:00","#2143540",1,1484,1413.33,1
"2026-08-27 12:00:00","#2143570",1,1499,1427.62,2
"2026-08-27 12:00:00","#2143482",1,2187,1970.48,2
"2026-08-27 12:00:00","#2143399",1,499,475.24,1
"2026-08-27 12:00:00","#2143465",1,2159.1,2056.29,2
"2026-08-27 12:00:00","#2143387",1,2181,2077.14,4
"2026-08-27 12:00:00","#2143473",1,2069,1970.48,2
"2026-08-27 12:00:00","#2143391",1,2567,2332.38,2
"2026-08-27 12:00:00","#2143566",1,1197,1027.62,1
"2026-08-27 12:00:00","#2143556",1,1149,1094.28,1
"2026-08-27 12:00:00","#2143494",1,3499,3332.38,3
"2026-08-27 12:00:00","#2143411",1,1699,1618.1,1
"2026-08-27 12:00:00","#2143421",1,1717,1522.86,1
"2026-08-27 12:00:00","#2143504",1,1499,1427.62,2
"2026-08-27 12:00:00","#2143512",1,1499,1427.62,2
"2026-08-27 12:00:00","#2143522",1,1187,1018.1,1
"2026-08-27 12:00:00","#2143419",1,1499,1427.62,2
"2026-08-27 12:00:00","#2143437",1,1898,1807.62,4
"2026-08-27 12:00:00","#2143407",1,1499,1427.62,1
"2026-08-27 12:00:00","#2143571",1,1499,1427.62,2
"2026-08-27 12:00:00","#2143541",1,2198,2093.33,3
"2026-08-27 12:00:00","#2143483",1,2467,2237.14,2
"2026-08-27 12:00:00","#2143464",1,991,943.81,1
"2026-08-27 12:00:00","#2143398",1,1207,1149.52,1
"2026-08-27 12:00:00","#2143472",1,1109,943.8,1
"2026-08-27 12:00:00","#2143442",1,1617,1427.62,1
"2026-08-27 12:00:00","#2143557",1,1617,1422,2
"2026-08-27 12:00:00","#2143567",1,1699,1618.1,2
"2026-08-27 12:00:00","#2143495",1,1867,1665.71,1
"2026-08-27 12:00:00","#2143549",1,1971,1877.14,3
"2026-08-27 12:00:00","#2143420",1,1617,1427.62,1
"2026-08-27 12:00:00","#2143410",1,3248,3093.34,4
"2026-08-27 12:00:00","#2143505",1,4167,3968.57,7
"2026-08-27 12:00:00","#2143535",1,699,665.72,1
"2026-08-27 12:00:00","#2143523",1,1499,1427.62,2
"2026-08-27 12:00:00","#2143513",1,2069,1970.48,2
"2026-08-27 12:00:00","#2143428",1,2069,1970.48,2
"2026-08-27 12:00:00","#2143418",1,902,859.05,1
"2026-08-27 12:00:00","#2143463",1,1517,1332.38,1
"2026-08-27 12:00:00","#2143453",1,1109,943.81,1
"2026-08-27 12:00:00","#2143546",1,2069,1970.48,2
"2026-08-27 12:00:00","#2143568",1,1499,1427.62,2
"2026-08-27 12:00:00","#2143484",1,1599,1522.86,1
"2026-08-27 12:00:00","#2143558",1,1998,1902.86,4
"2026-08-27 12:00:00","#2143560",1,2499,2380,3
"2026-08-27 12:00:00","#2143550",1,3348,3188.57,4
"2026-08-27 12:00:00","#2143492",1,1499,1427.62,1
"2026-08-27 12:00:00","#2143445",1,1274.15,1213.48,1
"2026-08-27 12:00:00","#2143475",1,1817,1618.1,2
"2026-08-27 12:00:00","#2143389",1,1617,1427.62,2
"2026-08-27 12:00:00","#2143397",1,1767,1570.48,1
"2026-08-27 12:00:00","#2143532",1,1948,1855.24,3
"2026-08-27 12:00:00","#2143502",1,1817,1618.1,2
"2026-08-27 12:00:00","#2143439",1,991,943.81,1
"2026-08-27 12:00:00","#2143417",1,2198,2093.33,4
"2026-08-27 12:00:00","#2143427",1,1499,1427.62,1
"2026-08-27 12:00:00","#2143431",1,1499,1427.62,2
"2026-08-27 12:00:00","#2143401",1,3709,3532.38,4
"2026-08-27 12:00:00","#2143524",1,1398,1331.43,2
"2026-08-27 13:00:00","#2143614",1,2567,2332.38,2
"2026-08-27 13:00:00","#2143624",1,1698,1617.14,3
"2026-08-27 13:00:00","#2143701",1,1499,1427.62,2
"2026-08-27 13:00:00","#2143709",1,2318,2207.62,3
"2026-08-27 13:00:00","#2143632",1,1223,1164.76,1
"2026-08-27 13:00:00","#2143602",1,1499,1427.62,2
"2026-08-27 13:00:00","#2143699",1,1499,1427.62,2
"2026-08-27 13:00:00","#2143687",1,1499,1427.62,2
"2026-08-27 13:00:00","#2143580",1,1699,1618.1,2
"2026-08-27 13:00:00","#2143650",1,2998,2855.24,5
"2026-08-27 13:00:00","#2143646",1,2999,2856.19,3
"2026-08-27 13:00:00","#2143676",1,3833,3650.48,5
"2026-08-27 13:00:00","#2143668",1,1499,1427.62,2
"2026-08-27 13:00:00","#2143658",1,3018,2874.29,5
"2026-08-27 13:00:00","#2143588",1,1617,1427.62,2
"2026-08-27 13:00:00","#2143691",1,2149,2046.66,2
"2026-08-27 13:00:00","#2143706",1,2069,1970.48,2
"2026-08-27 13:00:00","#2143623",1,2069,1970.48,2
"2026-08-27 13:00:00","#2143613",1,1599,1522.86,1
"2026-08-27 13:00:00","#2143605",1,1499,1427.62,2
"2026-08-27 13:00:00","#2143635",1,899,856.2,1
"2026-08-27 13:00:00","#2143710",1,2187,1970.48,2
"2026-08-27 13:00:00","#2143667",1,1648,1569.52,2
"2026-08-27 13:00:00","#2143649",1,1947,1854.28,5
"2026-08-27 13:00:00","#2143599",1,2069,1970.48,2
"2026-08-27 13:00:00","#2143587",1,1359.15,1294.43,1
